Date,Open,High,Low,Close,Adj Close,Volume
1996-11-18,28.495300,28.535000,28.296700,28.304701,15.290525,1502410
1996-11-19,28.197399,28.741501,27.840000,28.435699,15.361293,2594136
1996-11-20,28.554899,28.797100,28.276899,28.455601,15.372045,2010294
1996-11-21,28.535000,28.546900,28.221300,28.340401,15.309813,917281
1996-11-22,28.356300,28.356300,28.197399,28.237200,15.254060,1131636
1996-11-25,28.475401,28.670099,28.364300,28.483400,15.387059,854842
1996-11-26,28.713699,28.852800,28.467501,28.475401,15.382737,2112000
1996-11-27,28.487400,28.745501,28.443600,28.538900,15.417043,1467650
1996-11-28,28.614500,28.928200,28.554899,28.844801,15.582293,2175727
1996-11-29,28.908300,29.285601,28.908300,29.051300,15.693843,2959761
1996-12-02,29.031401,29.039400,28.713699,28.900400,15.612327,1306080
1996-12-03,28.991699,29.106899,28.745501,28.793200,15.554417,1490180
1996-12-04,28.638300,28.932100,28.598499,28.852800,15.586614,1132279
1996-12-05,28.793200,29.484200,28.793200,29.190300,15.768936,3967161
1996-12-06,28.594601,28.753401,28.006800,28.626301,15.464255,3850651
1996-12-09,28.872601,28.991699,28.785200,28.904301,15.614435,973927
1996-12-10,28.991699,29.230000,28.892401,29.075100,15.706704,1423878
1996-12-11,28.912300,28.912300,28.594601,28.674000,15.490023,1662693
1996-12-12,28.674000,28.872601,28.614500,28.832899,15.575861,1193431
1996-12-13,28.693800,28.789101,28.376101,28.650200,15.477162,1364657
1996-12-16,28.872601,28.991699,28.646200,28.757401,15.535080,1362726
1996-12-17,28.606501,28.654100,28.137800,28.264900,15.269022,1768261
1996-12-18,28.435699,28.471399,28.276899,28.348301,15.314075,751205
1996-12-19,28.356300,28.356300,28.058399,28.245100,15.258324,843899
1996-12-20,28.475401,28.507200,28.257000,28.257000,15.264756,1408429
1996-12-23,28.296700,28.435699,27.979000,28.034599,15.144609,933374
1996-12-24,null,null,null,null,null,null
1996-12-25,null,null,null,null,null,null
1996-12-26,null,null,null,null,null,null
1996-12-27,27.959101,28.495300,27.919399,28.388000,15.335525,784678
1996-12-30,28.495300,28.785200,28.356300,28.674000,15.490023,648212
1996-12-31,null,null,null,null,null,null
1997-01-01,null,null,null,null,null,null
1997-01-02,28.415800,28.523100,28.122000,28.217300,15.243313,1005469
1997-01-03,28.356300,28.475401,28.276899,28.451599,15.369881,1132923
1997-01-06,28.594601,28.793200,28.324499,28.451599,15.369881,1203731
1997-01-07,28.411900,28.674000,28.411900,28.535000,15.414936,2142898
1997-01-08,28.634300,29.428600,28.634300,29.281700,15.818311,5580933
1997-01-09,29.289600,30.230801,29.289600,30.207001,16.318174,5322163
1997-01-10,30.183201,30.659700,29.893200,30.179199,16.303152,5239125
1997-01-13,30.429399,30.600100,30.405600,30.433399,16.440474,1986477
1997-01-14,30.322100,30.417400,29.845600,30.318199,16.378241,2250397
1997-01-15,30.381701,30.667700,30.282400,30.429399,16.438313,2975854
1997-01-16,30.481100,31.255501,30.481100,31.195900,16.852385,4808485
1997-01-17,31.473900,31.525600,31.275299,31.334900,16.927471,3433529
1997-01-20,31.426201,32.327801,31.426201,31.906799,17.236420,5620199
1997-01-21,32.149101,32.713001,31.910700,32.713001,17.671938,2016732
1997-01-22,32.963200,33.507301,32.844002,33.257099,17.965862,5147075
1997-01-23,33.201500,33.697899,32.963200,33.638302,18.171797,3781774
1997-01-24,33.380199,33.638302,32.967098,33.364300,18.023781,4780162
1997-01-27,33.519199,34.075199,33.320599,33.844898,18.283400,4422905
1997-01-28,33.956100,33.956100,33.062401,33.618500,18.161102,4978424
1997-01-29,33.360298,33.360298,32.466801,32.744701,17.689064,3568064
1997-01-30,32.824200,33.118099,32.510502,32.566002,17.592527,1983259
1997-01-31,32.724899,32.836102,32.208599,32.645500,17.635471,2420979
1997-02-03,32.744701,33.519199,32.709000,33.360298,18.021616,2614735
1997-02-04,33.459599,33.757500,33.137901,33.161800,17.914383,2052779
1997-02-05,33.320599,33.519199,33.122002,33.431900,18.060297,1898933
1997-02-06,null,null,null,null,null,null
1997-02-07,33.205399,33.479500,33.205399,33.360298,18.021616,649500
1997-02-10,33.300701,33.864700,33.300701,33.479500,18.086010,2468613
1997-02-11,33.598598,33.638302,33.344501,33.503300,18.098866,1418728
1997-02-12,null,null,null,null,null,null
1997-02-13,33.638302,34.313499,33.499401,34.277699,18.517204,5386534
1997-02-14,34.551800,34.801998,34.305599,34.432598,18.600883,5358854
1997-02-17,34.512100,34.611401,34.226101,34.591499,18.686720,2625678
1997-02-18,34.710602,35.286499,34.631199,35.020401,18.918423,6711281
1997-02-19,34.746399,34.746399,34.746399,34.746399,18.770405,4607649
1997-02-20,34.786098,34.790100,34.313499,34.508099,18.641670,3154160
1997-02-21,34.293701,34.333401,34.075199,34.265900,18.510832,2726096
1997-02-24,34.162601,34.218201,33.852798,33.999699,18.367027,1339553
1997-02-25,34.170601,34.941002,34.170601,34.869499,18.836906,2465395
1997-02-26,34.948898,35.187199,34.670898,34.881401,18.843334,2971992
1997-02-27,34.897301,35.127701,34.829800,34.941002,18.875532,1752168
1997-02-28,34.889400,35.080002,34.670898,35.008499,18.911993,1517859
1997-03-03,34.988602,35.278599,34.988602,35.091900,18.957047,2299319
1997-03-04,35.266602,35.782902,35.266602,35.782902,19.330334,4451872
1997-03-05,35.743301,36.517700,35.604198,36.319000,19.619940,3233980
1997-03-06,36.537601,37.272202,36.358799,36.470001,19.701517,4572889
1997-03-07,36.358799,36.732101,36.160198,36.652699,19.800203,3172828
1997-03-10,36.716202,37.248402,36.557400,36.974400,19.973993,2521397
1997-03-11,37.292099,38.006901,37.272202,37.510502,20.263603,4404882
1997-03-12,37.649601,37.887798,36.795700,36.815601,19.888212,2972635
1997-03-13,36.470001,36.537601,36.120499,36.438202,19.684334,2836813
1997-03-14,35.961700,37.045799,35.842499,36.998199,19.986849,4055993
1997-03-17,37.034000,37.053799,36.338902,36.418400,19.673641,2397162
1997-03-18,36.537601,36.716202,35.814701,36.025200,19.461227,1949142
1997-03-19,36.060902,36.180099,35.842499,35.945801,19.418337,1575149
1997-03-20,35.941799,35.941799,34.194302,34.710602,18.751062,4746690
1997-03-21,34.948898,35.477100,34.833801,34.905201,18.856184,3174115
1997-03-24,34.996601,35.346100,34.996601,35.127701,18.976387,1259089
1997-03-25,35.326199,36.609001,35.286499,36.505798,19.720846,4252323
1997-03-26,36.378601,37.327801,36.247601,36.894901,19.931047,3761819
1997-03-27,37.482700,37.728901,36.815601,36.815601,19.888212,2041192
1997-03-28,null,null,null,null,null,null
1997-03-31,null,null,null,null,null,null
1997-04-01,36.160198,36.160198,34.909199,35.775002,19.326065,3857731
1997-04-02,36.060902,36.517700,35.147499,35.187199,19.008533,3458633
1997-04-03,35.179199,35.703499,34.929100,35.246799,19.040726,2730602
1997-04-04,35.465199,35.802799,35.107800,35.306301,19.072868,1978109
1997-04-07,35.743301,36.251499,35.743301,36.239700,19.577099,1817826
1997-04-08,36.418400,36.616901,35.782902,35.969601,19.431194,1681361
1997-04-09,36.140400,36.299301,35.822601,36.092701,19.497694,1645313
1997-04-10,36.120499,36.120499,35.187199,35.568501,19.214512,1673636
1997-04-11,35.385799,35.540699,35.048199,35.187199,19.008533,1821045
1997-04-14,34.559700,34.849701,34.543900,34.790100,18.794006,2558088
1997-04-15,35.147499,35.346100,34.929100,35.278599,19.057905,1745088
1997-04-16,null,null,null,null,null,null
1997-04-17,35.107800,35.628101,35.048199,35.465199,19.158705,2022525
1997-04-18,35.465199,35.584400,35.147499,35.385799,19.115814,1228191
1997-04-21,35.306301,35.465199,35.032398,35.147499,18.987082,972640
1997-04-22,35.147499,35.405701,35.107800,35.246799,19.040726,757642
1997-04-23,35.854401,35.854401,35.552601,35.636002,19.250977,582554
1997-04-24,35.703499,36.398499,35.703499,36.021198,19.459063,2346953
1997-04-25,35.902100,35.743301,34.762299,34.905201,18.856184,896683
1997-04-28,35.246799,35.421501,34.988602,35.095901,18.959208,1259733
1997-04-29,35.254700,35.981499,35.147499,35.929901,19.409744,2467326
1997-04-30,36.219799,36.458099,35.941799,36.255501,19.585638,2683611
1997-05-01,null,null,null,null,null,null
1997-05-02,36.338902,36.597000,36.100601,36.577301,19.759483,1093013
1997-05-05,36.736099,37.411201,36.736099,37.228500,20.111261,2578687
1997-05-06,37.550201,37.740898,36.497799,36.545502,19.742302,2925001
1997-05-07,36.478001,36.756001,36.338902,36.537601,19.738031,1130992
1997-05-08,null,null,null,null,null,null
1997-05-09,36.378601,36.898899,36.378601,36.736099,19.845261,1915670
1997-05-12,36.696400,38.463699,36.616901,38.463699,20.778528,6330207
1997-05-13,38.582802,38.821098,38.173801,38.213501,20.643377,5887337
1997-05-14,38.146000,38.848900,38.046700,38.590698,20.847139,13395526
1997-05-15,38.642399,38.642399,38.126099,38.586800,20.845034,2727383
1997-05-16,39.714699,39.714699,38.447800,38.523201,20.810671,4478908
1997-05-19,null,null,null,null,null,null
1997-05-20,38.642399,38.753601,37.570099,37.713100,20.373051,3298351
1997-05-21,38.086399,39.317600,37.927601,39.055401,21.098173,4251680
1997-05-22,39.079201,39.655102,38.324699,38.431900,20.761351,3128412
1997-05-23,38.404099,39.516102,39.099098,39.516102,21.347055,1064046
1997-05-26,39.357201,40.012600,39.107101,39.992699,21.604511,2659150
1997-05-27,40.032398,40.191200,39.226200,39.226200,21.190435,2903115
1997-05-28,39.396999,39.118999,38.590698,38.602699,20.853621,1489536
1997-05-29,38.721901,38.821098,38.721901,38.761600,20.939461,170582
1997-05-30,38.757599,38.781399,37.470798,38.070499,20.566120,3099445
1997-06-02,37.788502,38.582802,37.728901,38.332600,20.707706,2596711
1997-06-03,38.324699,39.067299,38.153900,39.059399,21.100338,2116506
1997-06-04,39.198399,39.381100,38.920399,39.317600,21.239824,3531372
1997-06-05,39.186501,39.714699,39.444599,39.674999,21.432890,1486961
1997-06-06,39.714699,39.833900,39.555901,39.714699,21.454336,2216924
1997-06-09,39.893398,39.992699,39.456501,39.615398,21.400694,2534915
1997-06-10,39.774300,39.794102,39.679001,39.794102,21.497234,513678
1997-06-11,39.774300,39.833900,39.643200,39.734600,21.465082,1765042
1997-06-12,39.833900,39.972801,39.734600,39.933102,21.572317,2021237
1997-06-13,40.310398,40.310398,39.794102,39.873501,21.540127,2046986
1997-06-16,39.952999,40.012600,39.516102,39.671001,21.430733,1732857
1997-06-17,39.674999,39.734600,39.182499,39.345402,21.254841,1691660
1997-06-18,39.393002,39.416801,39.039600,39.254002,21.205458,1850012
1997-06-19,39.396999,39.532001,39.007801,39.452499,21.312685,1592529
1997-06-20,39.516102,39.555901,39.059399,39.154701,21.151817,1898933
1997-06-23,39.238098,39.238098,38.721901,38.741699,20.928707,1548757
1997-06-24,38.289001,40.628201,38.205502,40.449402,21.851233,5774045
1997-06-25,40.508999,41.581299,40.508999,41.342999,22.333961,5261655
1997-06-26,41.303299,41.462200,40.548698,40.548698,21.904871,2092045
1997-06-27,40.508999,41.005402,40.310398,40.508999,21.883425,1314448
1997-06-30,40.449402,40.945900,40.052299,40.091999,21.658157,1856449
1997-07-01,40.230999,40.906200,40.191200,40.906200,22.098001,1663337
1997-07-02,41.084801,41.958599,41.084801,41.521702,22.430504,3463139
1997-07-03,41.839401,41.978500,41.144402,41.759998,22.559231,2430635
1997-07-04,41.879101,41.879101,40.628201,41.025299,22.162340,1690373
1997-07-07,40.985500,41.660702,41.084801,41.342999,22.333961,490504
1997-07-08,41.442299,41.581299,40.866402,41.144402,22.226681,1991627
1997-07-09,41.303299,41.859299,40.647999,40.925999,22.108696,3173472
1997-07-10,40.866402,41.184200,40.588402,40.906200,22.098001,2657219
1997-07-11,41.025299,42.296200,41.025299,42.236599,22.816698,3761819
1997-07-14,42.494701,42.891800,42.196899,42.554298,22.988319,1980040
1997-07-15,42.494701,42.594002,42.137299,42.395401,22.902481,1578368
1997-07-16,42.574200,43.050701,42.534500,42.852200,23.149246,2791110
1997-07-17,42.931599,43.249298,42.316002,42.733002,23.084856,4253611
1997-07-18,42.733002,43.388302,42.335800,42.455002,22.934679,3954931
1997-07-21,43.090500,44.619400,42.693298,43.289001,23.385214,4587050
1997-07-22,43.408199,48.134201,43.368500,48.054798,25.959755,8932067
1997-07-23,48.531399,53.336800,48.531399,50.239101,27.139740,7500465
1997-07-24,50.258900,50.556801,46.982498,47.856201,25.852468,5259080
1997-07-25,48.054798,49.663200,48.054798,48.491600,26.195721,2807846
1997-07-28,48.809399,49.047600,47.459099,47.995201,25.927563,2335366
1997-07-29,47.935600,47.955502,46.724300,47.737099,25.788134,1380106
1997-07-30,48.134201,49.762501,48.134201,49.544102,26.764294,3562270
1997-07-31,49.722801,49.980900,48.372501,48.392300,26.142075,2205337
